AAAAAAAAAAAAAAAA
AAAAAAAAAAAAAAAA
AAAAAAAAAAAAAAAA
AAAAAAAAAAAAAAAA
AAAAAAAAAAAAAAAA
AAAAAAAAAAAAAAAA
AAAAAAAAAAAAAAAA
AAAAAAAAAAAAAAAA
AAAAAAAAAAAAAAAA
AAAAAAAAAAAAAAAA
AAAAAAAAAAAAAAAA
CCCCCCCCCCCCCCCC
2,1,1,FF
2,2,1,FF
2,4,1,FF
2,3,1,FF
3,2,1,FF
5,2,1,FF
9,4,1,FF
11,4,1,FF
13,4,1,FF
14,7,1,FF
2,6,1,FF
2,8,1,FF
2,9,1,FF
2,10,1,FF
13,8,1,FF
13,10,1,FF
2,5,1,FF
4,3,1,FF
3,4,1,FF
4,5,1,FF
3,6,1,FF
2,7,1,FF
3,1,1,FF
4,1,1,FF
5,1,1,FF
6,1,1,FF
7,1,1,FF
8,1,1,FF
9,1,1,FF
10,1,1,FF
11,1,1,FF
12,1,1,FF
13,1,1,FF
14,1,1,FF
5,4,1,FF
6,3,1,FF
7,2,1,FF
7,4,1,FF
8,5,1,FF
9,6,1,FF
7,6,1,FF
6,5,1,FF
5,6,1,FF
6,7,1,FF
8,7,1,FF
4,7,1,FF
3,8,1,FF
5,8,1,FF
7,8,1,FF
9,8,1,FF
10,7,1,FF
10,5,1,FF
8,3,1,FF
9,2,1,FF
10,3,1,FF
11,2,1,FF
12,3,1,FF
13,2,1,FF
14,3,1,FF
15,1,1,FF
15,2,1,FF
15,4,1,FF
15,6,1,FF
15,8,1,FF
15,10,1,FF
11,6,1,FF
12,5,1,FF
14,5,1,FF
13,6,1,FF
11,8,1,FF
10,9,1,FF
8,9,1,FF
6,9,1,FF
4,9,1,FF
3,10,1,FF
5,10,1,FF
7,10,1,FF
9,10,1,FF
11,10,1,FF
14,9,1,FF
10,10,1,IR
12,7,1,FG
12,4,1,IK
5,3,1,IL
5,9,1,IF
11,3,1,IM
5,5,1,ID
13,9,1,IF
12,9,1,FF
0,0,1,FF
0,1,1,FF
0,2,1,FF
0,10,1,FF
0,9,1,FF
0,7,1,FF
0,6,1,FF
0,5,1,FF
0,4,1,FF
0,3,1,FF
6,6,2,S29
8,4,2,S29
10,6,2,S29
3,7,2,S19
9,3,2,S19
7,7,2,S11
9,9,2,S19
11,9,2,S19
*10,10,AD
*12,7,AE
*5,3,AE
*2,10,AC
*2,9,AC
*2,8,AC
*2,7,AC
*2,6,AC
*2,5,AC
*2,3,AC
*2,4,AC
*2,2,AC
*2,1,AC
*3,1,AC
*4,1,AC
*5,1,AC
*6,1,AC
*7,1,AC
*8,1,AC
*9,1,AC
*10,1,AC
*11,1,AC
*12,1,AC
*13,1,AC
*14,1,AC
*15,1,AC
*4,9,AC
*4,7,AC
*6,5,AC
*12,3,AC
*8,3,AC
*10,7,AC
*10,9,AC
*6,7,AC
*6,3,AC
*14,9,AC
*4,3,AC
*14,7,AC
*15,6,AC
*15,4,AC
*4,5,AC
*5,10,AC
*7,10,AC
*8,5,AC
